FID,SOLMUTUNNU,LYHYTTUNNU,SOLMUTYYPP,X,Y,PROJ_X,PROJ_Y,NIMI1,NAMN1,NIMI2,NAMN2,REI_VOIM,AIK_VOIM,VERKKO,PYSAKKITYY,X-koord.,Y-koord.
"9746","4940231",V9431,P,"2561536","6686037","2561571","6686012",Vaunukalliontie,Vagnbergsvägen,Vaunukalliontie,Vagnbergsvägen,"1","1","1","04",25.1090486300,60.2810083500
"9747","4940232",V9432,P,"2561538","6686042","2561576","6686059",Vaunukalliontie,Vagnbergsvägen,Vaunukalliontie,Vagnbergsvägen,"1","1","1","04",25.1090862900,60.2810529200
"9748","4940233",,P,"2561894","6685991","2561894","6685991",Hevoshaantien kp.,Hästhagsvägen vändpl,Hevoshaantie,Hästhagsvägen,"0","0","1","04",25.1155040600,60.2805414200
"9749","4940234",V9434,P,"2562501","6686741","2562504","6686724",Riimukuja,Rungränden,Riimukuja,Rungränden,"0","0","0","99",25.1267045000,60.2871790200
"9750","4940235",V9435,P,"2562498","6686418","2562517","6686403",Nissaksentie,Nissasvägen,Nissaksentie,Nissasvägen,"0","0","0","99",25.1265506000,60.2842810400
"9751","4940236",V9436,P,"2561228","6685739","2561223","6685751",Laukkarinne,Galoppbrinken,Laukkarinne,Galoppbrinken,"0","0","0","99",25.1033926400,60.2783805600
"9752","4940237",V9437,P,"2561498","6685504","2561493","6685504",Raudikkokuja,Fuxgränden,Raudikkokuja,Fuxgränden,"0","0","0","99",25.1082001700,60.2762311600
"9753","4940238",V9438,P,"2561384","6685410","2561383","6685395",Hiirakkokuja,Musblacksgränden,Hiirakkokuja,Musblacksgränden,"0","0","0","99",25.1061118800,60.2754048100
"9754","4940239",V9439,P,"2561384","6685209","2561383","6685194",Hepokuja,Hästgränden,Hepokuja,Hästgränden,"0","0","0","99",25.1060510000,60.2736011100
"9755","4940241",V9441,P,"2561622","6686388","2561622","6686388",Kiesikuja,Schäsgränden,Kiesikuja,Schäsgränden,"0","0","0","99",25.1107095300,60.2841451000
"9756","4940242",V9442,P,"2562058","6686334","2562059","6686334",Birkanpolku 3,Birkastigen 3,Birkanpolku,Birkastigen,"1","1","1","04",25.1185727700,60.2835944300
"9757","4940244",V9444,P,"2562393","6685851","2562393","6685844",Sotungin koulu,Sotungin koulu,Luotikuja,Blylodsgränden,"0","0","1","99",25.1244783100,60.2792091200
"9758","4940245",V9445,P,"2562410","6685837","2562409","6685844",Sotungin koulu,Sotungin koulu,Luotikuja,Blylodsgränden,"0","0","1","99",25.1247811900,60.2790808900
"9759","4940292",V9492,P,"2561475","6685789","2561458","6685802",Kaviokuja,Hästhovsgränden,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1078710400,60.2787921000
"9760","4940293",V9493,P,"2561498","6685902","2561519","6685890",Kannuskuja,Sporrgränden,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1083209500,60.2798026500
"9761","4940294",V9494,P,"2561696","6686075","2561685","6686091",Suitsikuja,Betslegränden,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1119516000,60.2813251800
"9762","4940295",V9495,P,"2561711","6686139","2561724","6686117",Suitsikuja,Betslegränden,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1122421600,60.2818972200
"9763","4940296",V9496,P,"2561866","6685832","2561845","6685836",Ravurinpuisto,Travarparken,Hevoshaantie,Hästhagsvägen,"1","1","1","04",25.1149495300,60.2791188700
"9764","4940297",V9497,P,"2561762","6685792","2561778","6685774",Ravurinpuisto,Travarparken,Hevoshaantie,Hästhagsvägen,"1","1","1","04",25.1130580400,60.2787756800
"9765","4940298",V9498,P,"2561884","6685941","2561902","6685926",Hakunilan uimahalli,Håkansböle simhall,Hevoshaantie,Hästhagsvägen,"1","1","1","04",25.1153080800,60.2800942500
"9766","4940299",V9499,P,"2561879","6686088","2561866","6686075",Orminkuja,Ormgränden,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1152626300,60.2814141300
"9767","4940900",XV9409,P,"2562358","6686374","2562358","6686374",Nissaksen päiväkoti,Nissas daghem,Nissaksentie 9,Nissasvägen 9,"0","0","0","99",25.1240068500,60.2839076300
"9768","4940901",XV9413,P,"2562403","6686373","2562405","6686379",Nissaksentie,Nissasvägen,Nissaksentie 13,Nissasvägen 13,"0","0","0","99",25.1248198100,60.2838917700
"9769","4940902",XV9419,P,"2560975","6685338","2560976","6685338",Hakunilan koulu,Hakunilan koulu,Hiirakkotie 9,Musblacksvägen 9,"0","0","0","99",25.0987003300,60.2748200200
"9770","4940903",XV9420,P,"2562675","6686382","2562670","6686382",Nissaksentie,Nissasvägen,Nissaksentie 20,Nissasvägen 20,"0","0","0","99",25.1297383600,60.2839308300
"9771","4950107",V9507,P,"2561081","6682485","2561118","6682477",Rajakyläntie,Råbyvägen,Rajakyläntie,Råbyvägen,"1","1","1","04",25.0997565600,60.2492023900
"9772","4950109",V9509,P,"2561214","6682091","2561214","6682093",Kiekkotie,Diskusvägen,Rajakyläntie,Råbyvägen,"1","1","1","04",25.1020389400,60.2456468700
"9773","4950113",,P,"2561473","6682672","2561485","6682654",Rajakylän koulu,Rajakylän koulu,Maratontie 3,Maratonvägen 3,"0","0","1","04",25.1068902300,60.2508216600
"9774","4950201",V9501,P,"2560411","6682647","2560419","6682669",Seivästie,Hoppstavsvägen,Maratontie,Maratonvägen,"1","1","1","01",25.0877087000,60.2507557500
"9775","4950202",V9502,P,"2560392","6682701","2560385","6682682",Seivästie,Hoppstavsvägen,Maratontie,Maratonvägen,"1","1","1","01",25.0873817200,60.2512431400
"9776","4950203",V9503,P,"2560541","6682662","2560537","6682652",Rimapuisto,Ribbparken,Maratontie,Maratonvägen,"0","0","1","08",25.0900602800,60.2508711100
"9777","4950204",V9504,P,"2560747","6682612","2560743","6682589",Pyörätie,Cykelvägen,Maratontie,Maratonvägen,"1","1","1","01",25.0937645900,60.2503918500
"9778","4950205",V9505,P,"2560882","6682550","2560882","6682570",Viestitie,Stafettvägen,Maratontie,Maratonvägen,"1","1","1","01",25.0961833500,60.2498153900
"9779","4950206",V9506,P,"2561083","6682584","2561078","6682562",Rajakyläntie,Råbyvägen,Maratontie,Maratonväögen,"1","1","1","01",25.0998224500,60.2500904900
"9780","4950207",V9507,P,"2561095","6682483","2561118","6682478",Rajakyläntie,Råbyvägen,Rajakyläntie,Råbyvägen,"1","1","1","04",25.1000087100,60.2491823500
"9781","4950209",V9509,P,"2561214","6682091","2561214","6682093",Kiekkotie,Diskusvägen,Rajakyläntie,Råbyvägen,"1","1","1","04",25.1020389400,60.2456468700
"9782","4950210",V9510,P,"2561125","6682259","2561106","6682250",Säilätie,Sabelvägen,Rajakyläntie,Råbyvägen,"1","1","1","04",25.1004829000,60.2471677700
"9783","4950211",V9511,P,"2561216","6682534","2561207","6682557",Rajakyläntie,Råbyvägen,Maratontie,Maratonvägen,"1","1","1","01",25.1022085800,60.2496219000
"9784","4950212",V9512,P,"2561564","6682664","2561554","6682686",Rajakylän koulu,Rajakylän koulu,Maratontie,Maratonvägen,"1","1","1","01",25.1085307700,60.2507361700
"9785","4950213",V9513,P,"2561476","6682673","2561487","6682655",Rajakylän koulu,Rajakylän koulu,Maratontie,Maratonvägen,"1","1","1","01",25.1069446900,60.2508301900
"9786","4950214",V9514,P,"2561408","6681904","2561388","6681894",Länsimäki,Västerkulla,Rajakyläntie,Råbyvägen,"1","1","1","04",25.1054844500,60.2439396900
"9787","4950215",V9515,P,"2560260","6682680","2560269","6682714",Pallotie,Bollvägen,Maratontie,Maratonvägen,"0","0","1","04",25.0849922400,60.2510741900
"9788","4950217",V9517,P,"2561097","6682779","2561095","6682795",Jousitie,Bågvägen,Jousitie,Bågvägen,"0","0","1","08",25.1001338800,60.2518382500
"9789","4950900",XV9502,P,"2560769","6682251","2560769","6682254",Ratsutie,Ridvägen,Pallotie 2,Bollvägen,"0","0","0","99",25.0940537600,60.2471490800
"9790","4950901",XV9508,P,"2560566","6682220","2560565","6682225",Suksikuja,Skidgränden,Pallotie 8,Bollvägen 8,"0","0","0","99",25.0903798200,60.2469010400
"9791","4950902",XV9514,P,"2560357","6682399","2560360","6682398",Seivästie,Hoppstavsvägen,Seivästie 4,Hoppstavsvägen 4,"0","0","0","99",25.0866600300,60.2485382600
"9792","4950903",XV9548,P,"2560951","6682904","2560955","6682902",Rajakylänpolku,Råbystigen ,Viestitie 48,Stafettvägen 48,"0","0","0","99",25.0975353500,60.2529817700
"9793","4960201",V9601,P,"2561196","6687654","2561190","6687677",Kehruukuja,Spinngränden,Itä-Hakkilan tie,Östra Haxbölevägen,"1","1","1","04",25.1033930800,60.2955697800
"9794","4960202",V9602,P,"2561154","6687689","2561160","6687669",Kehruukuja,Spinngränden,Itä-Hakkilan tie,Östra Haxbölevägen,"1","1","1","04",25.1026443200,60.2958901600
"9795","4960203",V9603,P,"2561594","6686945","2561613","6686919",Palttinapolku,Lärftstigen,Palttinatie,Lärftvägen,"0","0","1","04",25.1103728900,60.2891476000
"9796","4960204",V9604,P,"2561666","6686920","2561648","6686945",Palttinapolku,Lärftstigen,Palttinatie,Lärftvägen,"1","1","1","04",25.1116667300,60.2889123800
"9797","4960205",V9605,P,"2561284","6687912","2561302","6687911",Kivipyykintie,Stenrösvägen,Kivipyykintie,Stenrösvägen,"1","1","1","04",25.1050621800,60.2978717500
"9798","4960206",V9606,P,"2561633","6687879","2561630","6687899",Merkkipuuntie,Råträdsvägen,Pohjolantie,Norrvägen,"1","1","1","04",25.1113622300,60.2975230100
"9799","4960207",V9607,P,"2561764","6687850","2561778","6687862",Pohjankuja,Norrgränden,Pohjolantie,Norrvägen,"1","1","1","04",25.1137219000,60.2972429600
"9800","4960208",V9608,P,"2560885","6687520","2560873","6687523",Kaskipolku,Kaskstigen,Pavintie,Pavivägen,"1","1","1","04",25.0977301000,60.2944138800
"9801","4960209",V9609,P,"2561297","6687394","2561308","6687411",Vyyhtikuja,Härvgränden,Vyyhtitie,Härvgränden,"1","1","1","04",25.1051403500,60.2932214800
"9802","4960210",V9610,P,"2561392","6687164","2561405","6687176",Metsäpurontie,Skogsbäcksvägen,Kankurintie,Vävarvägen,"1","1","1","04",25.1067880000,60.2911432700
"9803","4960211",V9611,P,"2562204","6687888","2562192","6687908",Kontiomäentie,Björnbacksvägen,Pohjolantie,Norrvägen,"1","1","1","04",25.1216888300,60.2975170600
"9804","4960212",V9612,P,"2561328","6688023","2561314","6688024",Kolohonka,Hålatallen,Kivipyykintie,Stenrösvägen,"1","1","1","04",25.1058913700,60.2988612000
"9805","4960213",V9613,P,"2562213","6687948","2562225","6687929",Kontiomäentie,Björnbacksvägen,Pohjolantie,Norrvägen,"1","1","1","04",25.1218700000,60.2980541000
"9806","4960214",V9614,P,"2561108","6686851","2561084","6686839",Kaskelankuja,Brokärrsgränden,Lahdentie,Lahtisvägen,"1","1","1","02",25.1015597200,60.2883771900
"9807","4960215",V9615,P,"2561109","6686733","2561133","6686746",Kaskelankuja,Brokärrsgränden,Lahdentie,Lahtisvägen,"1","1","1","02",25.1015421800,60.2873181600
"9808","4960216",V9616,P,"2561154","6687910","2561129","6687915",Mittapuisto,Måttparken,Lahdentie,Lahtisvägen,"1","1","1","02",25.1027111100,60.2978733200
"9809","4960217",V9617,P,"2561099","6687898","2561125","6687894",Mittapuisto,Måttparken,Lahdentie,Lahtisvägen,"1","1","1","02",25.1017130500,60.2977738800
"9810","4960218",V9618,P,"2561258","6687823","2561255","6687845",Kivipyykintie,Stenrösvägen,Pohjolantie,Norrvägen,"1","1","1","04",25.1045651500,60.2970770100
"9811","4960219",V9619,P,"2561455","6687496","2561478","6687508",Itä-Hakkilan koulu,Itä-Hakkilan koulu,Koulutie,Skolvägen,"1","1","1","01",25.1080276300,60.2941130100
"9812","4960220",V9620,P,"2561482","6687553","2561461","6687544",Itä-Hakkilan koulu,Itä-Hakkilan koulu,Koulutie,Skolvägen,"1","1","1","01",25.1085330700,60.2946204300
"9813","4960221",V9621,P,"2560978","6687798","2560963","6687800",Pavi,Pavi,Pavintie,Pavivägen,"1","1","1","04",25.0994951800,60.2968946400
"9814","4960222",V9622,P,"2561684","6687332","2561705","6687342",Loimitie,Varpvägen,Koulutie,Skolvägen,"1","1","1","01",25.1121176200,60.2926067700
"9815","4960223",V9623,P,"2561730","6687347","2561707","6687337",Loimitie,Varpvägen,Koulutie,Skolvägen,"1","1","1","04",25.1129537600,60.2927344100
"9816","4960224",V9624,P,"2561793","6687169","2561801","6687191",Palttinatie,Lärftvägen,Koulutie,Skolvägen,"1","1","1","01",25.1140383200,60.2911275800
"9817","4960225",V9625,P,"2561784","6687223","2561774","6687205",Palttinatie,Lärftvägen,Koulutie,Skolvägen,"1","1","1","02",25.1138921100,60.2916135100
"9818","4960226",V9626,P,"2562132","6687108","2562151","6687115",Äimäkuja,Säcknålsgränden,Hakunilantie,HåkansbölevSkolvägen,"1","1","1","01",25.1201476100,60.2905286900
"9819","4960227",V9627,P,"2562084","6687173","2562093","6687152",Kanneltie,Kantelevägen,Koulutie,Skolvägen,"1","1","1","04",25.1192998800,60.2911192800
"9820","4960228",V9628,P,"2561593","6687372","2561650","6687331",Itä-Hakkilan kirkko,Östra Haxböle kyrka,Loimitie,Varpvägen,"0","0","0","99",25.1104847300,60.2929794700
"9821","4960229",V9629,P,"2561228","6687864","2561232","6687841",Kivipyykintie,Stenrörsvägen,Pohjolantie,Norrvägen,"1","1","1","01",25.1040351500,60.2974494300
"9822","4960230",V9630,P,"2561490","6687893","2561493","6687880",Kolohonganreitti,Hålatallsstråket,Pohjolantie,Norrvägen,"1","1","1","02",25.1087810000,60.2976702400
"9823","4960231",V9631,P,"2561170","6686782","2561153","6686811",Kaskelankuja,Brokärrsgränden,Palttinatie,Lärftstigen,"0","0","1","04",25.1026595400,60.2877487200
"9824","4960232",V9632,P,"2561709","6687629","2561717","6687615",Kankurintie,Vävarvägen,Kankurintie,Vävarvägen,"0","0","0","99",25.1126601000,60.2952681300
"9825","4960233",V9633,P,"2562297","6687415","2562275","6687409",Riekkomäentie,Ripbacksvägen,Riekkomäentie,Ripbacksvägen,"1","1","1","04",25.1232246900,60.2932583900
"9826","4960234",V9634,P,"2560947","6687797","2560963","6687796",Pavi,Pavi,Pavintie,Pavivägen,"1","1","1","04",25.0989343900,60.2968903000
"9827","4960235",V9635,P,"2561427","6687720","2561422","6687739",Koulutie,Skolvägen,Itä-Hakkilan tie,Östra Haxbölevägen,"1","1","1","04",25.1075894200,60.2961273100
"9828","4960236",V9636,P,"2562439","6687174","2562424","6687166",Metsomäentie,Tjäderbacksvägen,Kuninkaanmäentie,Kungsbacksvägen,"0","0","1","04",25.1257174100,60.2910740500
"9829","4960237",V9637,P,"2561603","6687409","2561611","6687450",Itä-Hakkilan kirkko,Itä-Hakkilan kirkko,Koulutie,Skolvägen,"0","0","0","99",25.1106767600,60.2933099800
"9830","4960238",V9638,P,"2561397","6687746","2561401","6687733",Koulutie,Skolvägen,Itä-Hakkilan tie,Östra Haxbölevägen,"1","1","1","01",25.1070549200,60.2963651400
"9831","4960239",V9639,P,"2562336","6686826","2562312","6686811",Riimukuja,Rungränden,Hakunilantie,Håkansbölevägen,"1","1","1","04",25.1237483700,60.2879670200
"9832","4960240",V9640,P,"2562263","6686845","2562284","6686859",Riimukuja,Rungränden,Hakunilantie,Håkansbölevägen,"1","1","1","01",25.1224347400,60.2881486700
"9833","4960241",V9641,P,"2561631","6687922","2561636","6687900",Merkkipuuntie,Råträdsvägen,Pohjolantie,Norrvägen,"1","1","1","01",25.1113391700,60.2979091800
"9834","4960242",V9642,P,"2562321","6686991","2562317","6687006",Loukkukuja,Bråkgränden,Metsomäentie,Tjäderbacksvägen,"1","1","1","04",25.1235280300,60.2894499500
"9835","4960294",V9694,P,"2561522","6687829","2561541","6687836",Pohjanrinne,Norrbrinken,Pohjanrinne,Norrbrinken,"1","1","1","01",25.1093401100,60.2970911000
"9836","4960295",V9695,P,"2561555","6687834","2561543","6687830",Pohjanrinne,Norrbrinken,Pohjanrinne,Norrbrinken,"1","1","1","04",25.1099382800,60.2971309900
"9837","4960296",V9696,P,"2560828","6687465","2560826","6687445",Kaskipolku,Kaskstigen,Pavinpolku,Pavistigen,"1","1","1","04",25.0966830900,60.2939288300
"9838","4960297",V9697,P,"2560897","6687410","2560899","6687442",Kaskipolku,Kaskstigen,Honkanummentie,Furumovägen,"0","0","1","04",25.0979139500,60.2934249900
"9839","4960298",V9698,P,"2561010","6687377","2561004","6687375",Itä-Hakkila,Östra Haxböle,Lahdentie,Lahtisvägen,"1","1","1","01",25.0999468400,60.2931119700
"9840","4960299",V9699,P,"2560981","6687258","2560997","6687336",Itä-Hakkila,Östra Haxböle,Lahdentie,Lahtisvägen,"1","1","1","01",25.0993867300,60.2920484500
"9841","4960900",XV9210,P,"2561308","6687414","2561307","6687413",Itä-Hakkilan kenttä,Östra Haxböle plan,Kehruukuja 10,Spinngränden 10,"0","0","0","99",25.1053452600,60.2933993000
"9842","4960901",XV9601,P,"2562418","6687105","2562421","6687104",Metsomäentie,Tjäderbacksvägen,Metsomäentie 1,Tjäderbacksvägen 1,"0","0","0","99",25.1253165300,60.2904580900
"9843","4960902",XV9626,P,"2561308","6687139","2561312","6687141",Vyyhtitie,Härvvägen,Vyyhtitie 26,Härvvägen 26,"0","0","0","99",25.1052619800,60.2909315700
"9844","4970201",V9701,P,"2561707","6687952","2561688","6687946",Pohjolantie,Norrvägen,Merkkipuuntie,Röträdsvägen,"1","1","1","04",25.1127224400,60.2981668900
"9845","4970203",V9703,P,"2561954","6688361","2561937","6688375",Honkamäentie,Furubacksvägen,Kuninkaanmäentie,Kungsbacksvägen,"1","1","1","04",25.1173135900,60.3017996100
"9846","4970204",V9704,P,"2561853","6688328","2561854","6688314",Honkamäentie,Furubacksvägen,Kuninkaanmäentie,Kungsbacksvägen,"1","1","1","01",25.1154771600,60.3015188200
"9847","4970205",V9705,P,"2562020","6688533","2562009","6688528",Haapamäentie,Aspbacksvägen,Kuninkaanmäentie,Kungbacksvägen,"1","1","1","04",25.1185597800,60.3033330200
"9848","4970206",V9706,P,"2561988","6688533","2562003","6688540",Haapamäentie,Aspbacksvägen,Kuninkaanmäentie,Kungsbacksvägen,"1","1","1","01",25.1179811100,60.3033378800
"9849","4970207",V9707,P,"2561950","6688825","2561931","6688818",Kuusimäentie,Granbacksvägen,Kuninkaanmäentie,Kungsbacksvägen,"1","1","1","04",25.1173833800,60.3059639300
"9850","4970208",V9708,P,"2561920","6688747","2561930","6688745",Kuusimäentie,Granbacksvägen,Kuninkaanmäentie,Kungsbacksvägen,"1","1","1","01",25.1168169500,60.3052685500
"9851","4970209",V9709,P,"2561803","6688973","2561813","6689007",Katajamäentie,Enbacksvägen,Vanha Porvoontie,Gamla Borgåvägen,"0","0","1","04",25.1147701200,60.3073143300
"9852","4970210",V9710,P,"2561775","6689039","2561771","6689018",Katajamäentie,Enbacksvägen,Vanha Porvoontie,Gamla Borgåvägen,"1","1","1","04",25.1142838800,60.3079108300
"9853","4970211",V9711,P,"2562258","6689248","2562234","6689261",Lähdemäentie,Källbacksvägen,Vanha Porvoontie,Gamla Borgåvägen,"1","1","1","04",25.1230837700,60.3097127900
"9854","4970212",V9712,P,"2562191","6689220","2562213","6689209",Lähdemäentie,Källbacksvägen,Vanha Porvoontie,Gamla Borgåvägen,"1","1","1","04",25.1218633300,60.3094717600
"9855","4970213",V9713,P,"2562516","6690254","2562491","6690280",Byända,Byända,Vanha Porvoontie,Gamla Borgåvägen,"1","1","1","04",25.1280613800,60.3187006100
"9856","4970214",V9714,P,"2562411","6690226","2562426","6690211",Mesitie,Nektarvägen,Vanha Porvoontie,Gamla Borgåvägen,"1","1","1","04",25.1261530700,60.3184654500
"9857","4970215",V9715,P,"2562298","6690388","2562318","6690399",Nöje,Nöje,Laurintie,Larsvägen,"1","1","1","04",25.1241586500,60.3199364500
"9858","4970216",V9716,P,"2562419","6690319","2562396","6690298",Nöje,Nöje,Laurintie,Larsvägen,"1","1","1","04",25.1263265400,60.3192987600
"9859","4970217",V9717,P,"2561283","6688786","2561259","6688788",Kuninkaanmäki,Kungsbacka,Lahdentie,Lahtisvägen,"1","1","1","04",25.1053088600,60.3057147900
